Age,Height(cm),Weight(kg),Veg/Non-Veg,Gender,Workout,Vegan,Protein_min(g),Protein_max(g)
23,179,89,Non-veg,M,True,True,133.5,160.2
32,165,102,Non-veg,F,True,True,122.4,153.0
34,184,75,Non-veg,M,False,True,112.5,135.0
30,179,66,Non-veg,M,True,False,99.0,118.8
20,158,70,Non-veg,F,True,True,84.0,105.0
48,157,93,Non-veg,F,False,True,111.6,139.5
44,170,68,Non-veg,F,True,True,81.6,102.0
48,156,93,Veg,F,False,True,111.6,139.5
51,177,61,Veg,M,False,False,91.5,109.8
48,164,107,Non-veg,F,True,False,128.4,160.5
45,169,46,Non-veg,F,True,False,55.2,69.0
34,155,72,Veg,F,False,True,86.4,108.0
28,164,72,Non-veg,F,True,False,86.4,108.0
23,164,106,Veg,M,True,False,159.0,190.8
38,171,105,Non-veg,M,True,False,157.5,189.0
30,161,56,Veg,F,False,True,67.2,84.0
34,167,91,Non-veg,M,True,True,136.5,163.8
20,168,97,Veg,M,False,True,145.5,174.6
24,162,42,Non-veg,M,True,True,63.0,75.6
18,164,90,Veg,F,True,False,108.0,135.0
38,158,67,Non-veg,F,True,False,80.4,100.5
52,150,90,Veg,F,False,True,108.0,135.0
55,165,109,Non-veg,F,False,True,130.8,163.5
26,159,115,Veg,F,False,False,138.0,172.5
23,165,95,Veg,M,True,True,142.5,171.0
44,168,108,Non-veg,F,True,False,129.6,162.0
50,169,105,Veg,M,True,False,157.5,189.0
23,163,57,Non-veg,M,True,True,85.5,102.6
55,176,99,Veg,M,False,True,148.5,178.2
44,166,63,Veg,F,False,True,75.6,94.5
52,188,80,Non-veg,M,True,False,120.0,144.0
57,179,63,Non-veg,M,False,False,94.5,113.4
20,167,73,Veg,M,False,True,109.5,131.4
30,159,77,Veg,F,False,False,92.4,115.5
37,160,115,Non-veg,M,True,False,172.5,207.0
35,165,61,Non-veg,F,True,True,73.2,91.5
24,189,44,Veg,M,True,False,66.0,79.2
35,179,58,Veg,M,True,False,87.0,104.4
57,166,59,Veg,F,True,False,70.8,88.5
32,170,54,Non-veg,F,True,False,64.8,81.0
25,163,70,Non-veg,F,False,True,84.0,105.0
43,164,109,Veg,M,False,False,163.5,196.2
58,170,56,Veg,F,True,True,67.2,84.0
29,158,55,Non-veg,F,True,False,66.0,82.5
41,156,85,Non-veg,F,True,True,102.0,127.5
44,167,111,Veg,F,False,False,133.2,166.5
32,150,49,Non-veg,F,False,True,58.8,73.5
56,182,116,Non-veg,M,True,True,174.0,208.8
52,158,69,Non-veg,F,False,False,82.8,103.5
26,153,100,Veg,F,False,True,120.0,150.0
49,170,112,Non-veg,M,False,True,168.0,201.6
31,171,81,Non-veg,M,True,False,121.5,145.8
20,159,101,Non-veg,F,True,True,121.2,151.5
33,170,51,Veg,F,True,False,61.2,76.5
22,182,41,Veg,M,True,True,61.5,73.8
52,160,101,Non-veg,F,True,True,121.2,151.5
32,166,90,Non-veg,F,False,False,108.0,135.0
33,155,91,Veg,F,False,True,109.2,136.5
54,151,116,Veg,F,True,True,139.2,174.0
37,190,44,Non-veg,M,True,False,66.0,79.2
18,190,59,Veg,M,False,False,88.5,106.2
40,167,102,Veg,M,False,False,153.0,183.6
37,163,94,Veg,F,False,False,112.8,141.0
56,160,57,Veg,M,True,True,85.5,102.6
50,187,68,Veg,M,False,False,102.0,122.4
53,160,90,Veg,M,True,True,135.0,162.0
24,153,40,Veg,F,True,True,48.0,60.0
23,179,104,Non-veg,M,True,True,156.0,187.2
55,189,94,Non-veg,M,False,False,141.0,169.2
30,179,100,Veg,M,False,False,150.0,180.0
57,154,113,Veg,F,True,True,135.6,169.5
57,172,55,Non-veg,M,False,False,82.5,99.0
40,174,78,Veg,M,False,False,117.0,140.4
37,151,60,Veg,F,True,True,72.0,90.0
42,186,120,Non-veg,M,True,True,180.0,216.0
23,178,76,Non-veg,M,True,False,114.0,136.8
50,155,96,Non-veg,F,True,True,115.2,144.0
21,152,59,Veg,F,True,False,70.8,88.5
59,162,46,Non-veg,M,True,True,69.0,82.8
31,166,80,Non-veg,F,False,False,96.0,120.0
43,153,117,Veg,F,True,True,140.4,175.5
45,170,74,Non-veg,M,False,True,111.0,133.2
25,173,109,Veg,M,True,True,163.5,196.2
53,166,70,Non-veg,F,False,True,84.0,105.0
49,156,90,Non-veg,F,False,True,108.0,135.0
30,180,82,Veg,M,True,False,123.0,147.6
21,178,52,Non-veg,M,False,True,78.0,93.6
40,169,110,Non-veg,M,False,True,165.0,198.0
55,169,111,Non-veg,F,False,True,133.2,166.5
49,167,111,Non-veg,M,False,True,166.5,199.8
49,151,50,Non-veg,F,True,True,60.0,75.0
57,162,94,Veg,M,False,False,141.0,169.2
28,166,93,Veg,F,True,True,111.6,139.5
33,152,72,Veg,F,False,True,86.4,108.0
23,175,118,Veg,M,True,True,177.0,212.4
31,166,93,Veg,M,True,True,139.5,167.4
28,188,120,Non-veg,M,True,True,180.0,216.0
29,186,56,Non-veg,M,True,False,84.0,100.8
25,166,83,Non-veg,F,False,True,99.6,124.5
60,163,111,Veg,F,False,True,133.2,166.5
32,180,70,Veg,M,True,True,105.0,126.0
45,167,88,Veg,M,True,False,132.0,158.4
28,161,111,Non-veg,F,False,False,133.2,166.5
47,180,60,Non-veg,M,True,True,90.0,108.0
45,166,55,Veg,F,True,False,66.0,82.5
38,180,97,Veg,M,True,True,145.5,174.6
60,164,105,Veg,M,False,True,157.5,189.0
29,166,77,Non-veg,M,False,False,115.5,138.6
59,152,92,Veg,F,True,False,110.4,138.0
53,179,44,Non-veg,M,False,False,66.0,79.2
57,172,98,Non-veg,M,True,False,147.0,176.4
25,158,96,Veg,F,True,True,115.2,144.0
20,175,51,Non-veg,M,False,True,76.5,91.8
46,169,85,Veg,F,True,True,102.0,127.5
34,167,82,Veg,F,False,False,98.4,123.0
53,169,68,Veg,F,True,False,81.6,102.0
40,162,44,Veg,F,True,False,52.8,66.0
27,185,49,Non-veg,M,False,False,73.5,88.2
38,168,49,Veg,F,True,False,58.8,73.5
51,187,97,Veg,M,True,True,145.5,174.6
18,160,96,Non-veg,M,True,True,144.0,172.8
21,163,78,Non-veg,M,True,True,117.0,140.4
56,169,89,Non-veg,F,True,True,106.8,133.5
48,165,84,Veg,F,True,True,100.8,126.0
32,168,83,Non-veg,F,False,False,99.6,124.5
32,167,67,Non-veg,M,True,True,100.5,120.6
27,155,41,Veg,F,True,True,49.2,61.5
18,157,81,Non-veg,F,True,True,97.2,121.5
22,171,79,Non-veg,M,False,False,118.5,142.2
25,183,92,Non-veg,M,True,False,138.0,165.6
30,166,72,Non-veg,F,True,False,86.4,108.0
19,164,48,Veg,F,False,True,57.6,72.0
42,186,43,Veg,M,True,False,64.5,77.4
41,167,109,Non-veg,M,True,True,163.5,196.2
56,159,90,Veg,F,True,False,108.0,135.0
52,170,42,Veg,M,False,False,63.0,75.6
59,183,109,Veg,M,True,False,163.5,196.2
38,166,73,Non-veg,M,True,False,109.5,131.4
28,166,95,Veg,M,False,True,142.5,171.0
29,157,50,Non-veg,F,False,True,60.0,75.0
41,151,77,Veg,F,False,True,92.4,115.5
49,172,64,Veg,M,False,False,96.0,115.2
42,177,56,Veg,M,True,False,84.0,100.8
53,166,72,Non-veg,F,False,False,86.4,108.0
22,175,56,Veg,M,True,True,84.0,100.8
31,167,73,Veg,M,False,True,109.5,131.4
35,163,83,Veg,M,True,True,124.5,149.4
21,166,54,Non-veg,F,True,False,64.8,81.0
58,159,81,Non-veg,F,False,False,97.2,121.5
54,160,58,Veg,F,False,True,69.6,87.0
44,160,52,Veg,M,False,False,78.0,93.6
34,161,80,Non-veg,F,True,False,96.0,120.0
33,168,62,Veg,F,False,False,74.4,93.0
55,175,110,Veg,M,False,False,165.0,198.0
49,166,88,Non-veg,F,False,False,105.6,132.0
25,159,87,Veg,F,True,False,104.4,130.5
48,162,54,Veg,F,False,True,64.8,81.0
19,170,51,Non-veg,M,True,True,76.5,91.8
57,156,72,Non-veg,F,False,False,86.4,108.0
44,157,47,Non-veg,F,True,False,56.4,70.5
57,183,117,Non-veg,M,True,True,175.5,210.6
23,165,109,Non-veg,M,False,False,163.5,196.2
30,169,40,Non-veg,F,True,True,48.0,60.0
29,169,110,Veg,M,False,False,165.0,198.0
31,180,88,Veg,M,False,False,132.0,158.4
42,179,109,Veg,M,False,False,163.5,196.2
21,168,59,Non-veg,F,False,False,70.8,88.5
58,190,90,Veg,M,True,False,135.0,162.0
50,161,109,Non-veg,F,False,False,130.8,163.5
47,160,87,Veg,F,True,True,104.4,130.5
43,165,74,Veg,F,True,False,88.8,111.0
48,160,90,Veg,M,False,True,135.0,162.0
58,183,73,Non-veg,M,False,False,109.5,131.4
33,170,108,Non-veg,M,False,True,162.0,194.4
34,169,88,Non-veg,F,False,False,105.6,132.0
52,184,49,Non-veg,M,True,False,73.5,88.2
34,159,108,Veg,F,False,True,129.6,162.0
29,157,66,Veg,F,False,False,79.2,99.0
45,178,58,Veg,M,False,False,87.0,104.4
38,153,77,Veg,F,False,False,92.4,115.5
29,165,109,Veg,F,True,True,130.8,163.5
36,170,115,Non-veg,F,True,False,138.0,172.5
21,182,77,Non-veg,M,False,True,115.5,138.6
28,169,45,Veg,F,False,False,54.0,67.5
26,160,68,Veg,F,True,True,81.6,102.0
31,160,40,Non-veg,F,False,False,48.0,60.0
55,164,105,Non-veg,M,True,True,157.5,189.0
18,170,111,Non-veg,F,False,False,133.2,166.5
26,176,78,Veg,M,False,True,117.0,140.4
58,152,111,Non-veg,F,True,False,133.2,166.5
57,180,85,Veg,M,True,True,127.5,153.0
27,182,113,Veg,M,False,False,169.5,203.4
59,182,52,Veg,M,False,True,78.0,93.6
50,188,62,Non-veg,M,True,True,93.0,111.6
19,154,109,Non-veg,F,False,True,130.8,163.5
18,153,106,Veg,F,False,False,127.2,159.0
23,153,69,Non-veg,F,False,True,82.8,103.5
53,163,47,Veg,M,True,True,70.5,84.6
30,173,49,Non-veg,M,False,False,73.5,88.2
19,152,112,Veg,F,True,False,134.4,168.0
23,175,106,Non-veg,M,False,False,159.0,190.8
42,186,76,Veg,M,False,True,114.0,136.8
52,172,57,Non-veg,M,True,False,85.5,102.6
51,165,120,Non-veg,F,True,True,144.0,180.0
31,170,81,Veg,M,True,False,121.5,145.8
56,189,73,Non-veg,M,False,True,109.5,131.4
26,176,54,Non-veg,M,False,True,81.0,97.2
22,164,59,Non-veg,F,True,False,70.8,88.5
56,155,65,Veg,F,True,False,78.0,97.5
55,163,95,Veg,M,False,False,142.5,171.0
35,167,111,Veg,F,False,False,133.2,166.5
31,150,84,Veg,F,True,False,100.8,126.0
37,174,91,Veg,M,False,False,136.5,163.8
49,184,117,Veg,M,True,False,175.5,210.6
21,177,47,Non-veg,M,True,False,70.5,84.6
44,160,89,Veg,M,False,True,133.5,160.2
31,160,97,Non-veg,F,False,False,116.4,145.5
21,156,42,Non-veg,F,False,False,50.4,63.0
36,150,91,Non-veg,F,True,True,109.2,136.5
41,175,95,Veg,M,False,False,142.5,171.0
50,174,96,Veg,M,True,False,144.0,172.8
24,166,74,Veg,F,True,False,88.8,111.0
57,153,104,Veg,F,False,False,124.8,156.0
49,184,57,Non-veg,M,False,True,85.5,102.6
35,161,79,Veg,F,False,True,94.8,118.5
48,182,41,Veg,M,True,False,61.5,73.8
26,165,64,Veg,F,True,False,76.8,96.0
37,157,78,Veg,F,True,False,93.6,117.0
33,160,49,Veg,F,True,False,58.8,73.5
32,189,113,Non-veg,M,True,True,169.5,203.4
35,164,88,Veg,F,False,False,105.6,132.0
50,177,95,Veg,M,True,True,142.5,171.0
26,158,66,Veg,F,False,True,79.2,99.0
51,163,56,Non-veg,M,True,False,84.0,100.8
34,150,52,Non-veg,F,False,True,62.4,78.0
44,176,120,Veg,M,False,False,180.0,216.0
42,167,44,Non-veg,F,False,False,52.8,66.0
55,178,55,Veg,M,False,False,82.5,99.0
26,184,44,Non-veg,M,False,False,66.0,79.2
45,166,40,Non-veg,F,True,False,48.0,60.0
49,184,110,Non-veg,M,False,True,165.0,198.0
47,155,67,Non-veg,F,True,False,80.4,100.5
60,189,45,Non-veg,M,True,False,67.5,81.0
31,152,113,Veg,F,True,False,135.6,169.5
34,171,76,Non-veg,M,False,True,114.0,136.8
29,183,101,Veg,M,False,False,151.5,181.8
56,184,95,Non-veg,M,False,False,142.5,171.0
23,171,67,Veg,M,True,False,100.5,120.6
35,168,110,Non-veg,F,False,False,132.0,165.0
56,156,67,Non-veg,F,False,False,80.4,100.5
48,163,74,Veg,M,True,True,111.0,133.2
35,171,97,Non-veg,M,False,False,145.5,174.6
41,168,92,Veg,F,False,True,110.4,138.0
60,162,73,Non-veg,F,False,False,87.6,109.5
54,168,58,Non-veg,F,False,False,69.6,87.0
25,170,48,Non-veg,M,False,True,72.0,86.4
60,174,108,Veg,M,True,True,162.0,194.4
54,176,49,Non-veg,M,True,True,73.5,88.2
29,169,120,Non-veg,M,True,True,180.0,216.0
58,170,90,Non-veg,F,True,True,108.0,135.0
49,186,100,Veg,M,True,True,150.0,180.0
41,165,63,Non-veg,M,True,True,94.5,113.4
30,153,118,Veg,F,True,False,141.6,177.0
26,185,60,Veg,M,True,True,90.0,108.0
36,150,71,Veg,F,True,False,85.2,106.5
45,150,83,Non-veg,F,True,False,99.6,124.5
43,160,87,Non-veg,M,False,True,130.5,156.6
40,183,57,Veg,M,False,True,85.5,102.6
58,155,111,Veg,F,False,False,133.2,166.5
23,160,41,Veg,F,False,True,49.2,61.5
58,152,95,Veg,F,False,False,114.0,142.5
59,162,68,Non-veg,M,False,True,102.0,122.4
33,155,47,Veg,F,False,True,56.4,70.5
30,150,112,Non-veg,F,True,True,134.4,168.0
55,168,75,Veg,M,True,False,112.5,135.0
19,151,42,Veg,F,False,False,50.4,63.0
42,159,43,Veg,F,False,False,51.6,64.5
53,161,98,Veg,F,True,True,117.6,147.0
33,154,105,Non-veg,F,True,True,126.0,157.5
33,160,72,Veg,F,False,False,86.4,108.0
39,170,115,Veg,M,True,False,172.5,207.0
56,170,107,Veg,M,False,True,160.5,192.6
30,170,84,Veg,M,True,False,126.0,151.2
46,164,43,Veg,F,True,False,51.6,64.5
30,161,63,Veg,F,False,False,75.6,94.5
37,179,107,Veg,M,True,True,160.5,192.6
57,171,43,Non-veg,M,True,False,64.5,77.4
47,187,51,Veg,M,False,False,76.5,91.8
56,168,104,Non-veg,F,False,False,124.8,156.0
28,158,74,Non-veg,F,True,True,88.8,111.0
51,153,89,Non-veg,F,False,True,106.8,133.5
59,158,80,Non-veg,F,True,True,96.0,120.0
34,155,63,Veg,F,True,False,75.6,94.5
29,172,112,Veg,M,True,True,168.0,201.6
38,162,48,Non-veg,M,False,False,72.0,86.4
39,170,109,Veg,M,True,True,163.5,196.2
56,176,54,Veg,M,True,False,81.0,97.2
52,181,104,Veg,M,True,True,156.0,187.2
32,154,48,Non-veg,F,False,False,57.6,72.0
47,150,107,Veg,F,True,False,128.4,160.5
50,160,113,Non-veg,F,False,True,135.6,169.5
35,177,69,Veg,M,True,True,103.5,124.2
43,167,67,Veg,M,True,False,100.5,120.6
31,152,67,Veg,F,True,False,80.4,100.5
59,187,67,Veg,M,True,True,100.5,120.6
50,167,65,Non-veg,F,False,False,78.0,97.5
58,164,81,Non-veg,F,True,False,97.2,121.5
60,181,106,Non-veg,M,False,False,159.0,190.8
32,177,91,Veg,M,True,False,136.5,163.8
22,169,56,Veg,M,False,True,84.0,100.8
28,173,84,Non-veg,M,True,False,126.0,151.2
56,160,95,Veg,F,True,False,114.0,142.5
18,150,74,Veg,F,False,False,88.8,111.0
54,168,98,Veg,M,False,False,147.0,176.4
26,190,51,Veg,M,True,True,76.5,91.8
42,178,113,Non-veg,M,False,False,169.5,203.4
35,174,95,Non-veg,M,True,False,142.5,171.0
41,156,106,Non-veg,F,False,False,127.2,159.0
58,177,67,Veg,M,False,False,100.5,120.6
54,150,43,Veg,F,True,False,51.6,64.5
38,156,104,Veg,F,False,False,124.8,156.0
51,182,100,Non-veg,M,False,False,150.0,180.0
56,159,60,Veg,F,True,True,72.0,90.0
58,186,120,Veg,M,False,True,180.0,216.0
39,180,54,Non-veg,M,True,False,81.0,97.2
54,172,45,Non-veg,M,False,False,67.5,81.0
22,180,118,Veg,M,True,True,177.0,212.4
37,170,48,Veg,M,False,False,72.0,86.4
41,157,69,Veg,F,False,True,82.8,103.5
37,185,54,Veg,M,True,True,81.0,97.2
30,155,96,Veg,F,False,False,115.2,144.0
54,168,70,Veg,M,False,False,105.0,126.0
41,163,105,Non-veg,F,True,True,126.0,157.5
30,170,41,Non-veg,F,True,True,49.2,61.5
41,184,69,Non-veg,M,True,False,103.5,124.2
33,186,42,Veg,M,True,True,63.0,75.6
25,167,61,Veg,M,True,False,91.5,109.8
42,180,48,Veg,M,True,False,72.0,86.4
21,172,49,Non-veg,M,True,True,73.5,88.2
27,170,91,Veg,F,True,False,109.2,136.5
38,169,91,Veg,F,True,False,109.2,136.5
36,170,104,Non-veg,F,False,True,124.8,156.0
37,185,76,Non-veg,M,False,True,114.0,136.8
46,153,105,Veg,F,True,False,126.0,157.5
30,174,86,Veg,M,False,False,129.0,154.8
48,158,99,Non-veg,F,False,False,118.8,148.5
29,155,70,Non-veg,F,False,True,84.0,105.0
52,156,102,Non-veg,F,False,False,122.4,153.0
24,161,49,Non-veg,M,False,True,73.5,88.2
48,166,120,Veg,M,False,False,180.0,216.0
44,166,46,Non-veg,M,True,True,69.0,82.8
51,182,113,Non-veg,M,False,True,169.5,203.4
29,170,75,Non-veg,M,True,True,112.5,135.0
31,151,110,Veg,F,True,True,132.0,165.0
31,153,82,Veg,F,False,True,98.4,123.0
56,161,115,Veg,M,True,False,172.5,207.0
23,157,79,Veg,F,True,True,94.8,118.5
21,157,95,Veg,F,False,True,114.0,142.5
59,164,94,Non-veg,F,True,False,112.8,141.0
20,179,81,Veg,M,True,False,121.5,145.8
22,154,76,Veg,F,False,True,91.2,114.0
42,154,76,Non-veg,F,False,True,91.2,114.0
41,169,45,Veg,M,False,False,67.5,81.0
49,159,65,Veg,F,True,True,78.0,97.5
42,174,55,Non-veg,M,False,True,82.5,99.0
31,162,56,Veg,F,True,False,67.2,84.0
29,162,65,Veg,M,True,True,97.5,117.0
35,190,84,Non-veg,M,True,True,126.0,151.2
38,160,97,Non-veg,F,False,True,116.4,145.5
52,160,77,Non-veg,F,True,True,92.4,115.5
23,156,118,Non-veg,F,True,True,141.6,177.0
49,174,55,Veg,M,True,True,82.5,99.0
38,157,97,Non-veg,F,False,False,116.4,145.5
55,163,79,Non-veg,M,True,True,118.5,142.2
23,164,55,Non-veg,M,False,False,82.5,99.0
59,170,87,Non-veg,F,True,True,104.4,130.5
26,176,57,Non-veg,M,False,True,85.5,102.6
54,179,89,Veg,M,True,False,133.5,160.2
27,170,90,Veg,F,True,True,108.0,135.0
38,156,99,Veg,F,True,False,118.8,148.5
54,177,76,Veg,M,False,True,114.0,136.8
46,172,57,Veg,M,False,True,85.5,102.6
37,154,74,Veg,F,False,True,88.8,111.0
46,159,117,Non-veg,F,True,False,140.4,175.5
42,184,43,Non-veg,M,True,True,64.5,77.4
43,151,82,Non-veg,F,True,False,98.4,123.0
29,152,117,Non-veg,F,False,True,140.4,175.5
50,165,59,Veg,F,False,False,70.8,88.5
57,156,59,Veg,F,True,True,70.8,88.5
38,181,108,Non-veg,M,True,False,162.0,194.4
26,150,98,Non-veg,F,True,True,117.6,147.0
24,168,76,Non-veg,F,True,False,91.2,114.0
29,174,74,Veg,M,False,False,111.0,133.2
24,176,47,Non-veg,M,False,True,70.5,84.6
44,154,101,Veg,F,False,True,121.2,151.5
36,185,91,Non-veg,M,True,True,136.5,163.8
18,157,99,Non-veg,F,False,False,118.8,148.5
21,157,62,Veg,F,False,False,74.4,93.0
31,188,101,Non-veg,M,False,False,151.5,181.8
44,164,96,Veg,F,True,False,115.2,144.0
38,181,71,Veg,M,False,False,106.5,127.8
58,163,108,Veg,F,True,True,129.6,162.0
30,155,68,Non-veg,F,True,False,81.6,102.0
40,162,44,Veg,F,False,True,52.8,66.0
45,182,118,Non-veg,M,False,True,177.0,212.4
56,167,88,Non-veg,M,False,True,132.0,158.4
32,168,85,Veg,M,False,True,127.5,153.0
38,157,80,Non-veg,F,True,False,96.0,120.0
32,157,92,Veg,F,True,False,110.4,138.0
40,165,61,Veg,F,False,False,73.2,91.5
59,178,91,Veg,M,False,True,136.5,163.8
20,189,68,Non-veg,M,False,True,102.0,122.4
52,150,112,Veg,F,False,False,134.4,168.0
33,159,109,Non-veg,F,True,False,130.8,163.5
26,187,97,Non-veg,M,False,False,145.5,174.6
45,170,42,Non-veg,M,False,True,63.0,75.6
55,165,58,Non-veg,F,False,True,69.6,87.0
25,156,93,Non-veg,F,True,True,111.6,139.5
26,160,52,Non-veg,M,True,False,78.0,93.6
29,184,44,Non-veg,M,True,True,66.0,79.2
49,163,63,Veg,F,False,False,75.6,94.5
31,189,46,Non-veg,M,True,False,69.0,82.8
18,176,97,Non-veg,M,True,True,145.5,174.6
58,188,93,Veg,M,True,True,139.5,167.4
27,188,101,Non-veg,M,True,False,151.5,181.8
20,186,57,Veg,M,False,False,85.5,102.6
19,151,49,Veg,F,False,False,58.8,73.5
22,170,101,Veg,F,False,True,121.2,151.5
23,154,111,Veg,F,False,False,133.2,166.5
59,156,52,Veg,F,True,False,62.4,78.0
54,157,42,Non-veg,F,True,False,50.4,63.0
31,152,63,Non-veg,F,True,True,75.6,94.5
47,154,117,Veg,F,True,True,140.4,175.5
34,169,57,Non-veg,F,True,False,68.4,85.5
25,156,66,Veg,F,False,False,79.2,99.0
21,152,59,Non-veg,F,False,False,70.8,88.5
60,154,47,Non-veg,F,True,True,56.4,70.5
32,150,58,Veg,F,True,False,69.6,87.0
38,173,95,Veg,M,True,True,142.5,171.0
28,152,54,Non-veg,F,True,False,64.8,81.0
46,183,76,Veg,M,True,True,114.0,136.8
37,150,102,Non-veg,F,True,True,122.4,153.0
33,162,63,Veg,M,True,False,94.5,113.4
30,181,48,Non-veg,M,False,True,72.0,86.4
30,160,83,Veg,M,True,False,124.5,149.4
58,165,114,Veg,F,False,True,136.8,171.0
50,184,110,Veg,M,True,False,165.0,198.0
52,179,103,Non-veg,M,False,True,154.5,185.4
48,185,88,Non-veg,M,False,True,132.0,158.4
42,186,66,Veg,M,False,True,99.0,118.8
34,163,79,Veg,M,False,False,118.5,142.2
20,168,73,Non-veg,F,False,True,87.6,109.5
43,163,69,Veg,M,False,False,103.5,124.2
48,170,58,Non-veg,M,False,False,87.0,104.4
50,166,65,Veg,M,True,False,97.5,117.0
27,156,49,Non-veg,F,True,False,58.8,73.5
41,150,106,Veg,F,True,True,127.2,159.0
60,154,85,Veg,F,False,True,102.0,127.5
45,165,96,Veg,M,True,False,144.0,172.8
37,162,97,Veg,F,True,True,116.4,145.5
55,175,100,Veg,M,False,False,150.0,180.0
26,165,113,Veg,M,False,False,169.5,203.4
28,162,100,Non-veg,M,False,False,150.0,180.0
37,167,61,Veg,M,True,True,91.5,109.8
58,152,110,Veg,F,False,False,132.0,165.0
38,164,55,Veg,F,True,False,66.0,82.5
21,175,56,Veg,M,False,False,84.0,100.8
58,166,94,Non-veg,M,True,True,141.0,169.2
40,159,47,Non-veg,F,True,False,56.4,70.5
31,165,70,Non-veg,F,True,False,84.0,105.0
42,167,55,Veg,F,True,False,66.0,82.5
22,167,87,Veg,F,True,True,104.4,130.5
53,153,87,Veg,F,True,False,104.4,130.5
33,186,54,Veg,M,False,False,81.0,97.2
27,190,79,Veg,M,True,False,118.5,142.2
31,182,78,Veg,M,True,False,117.0,140.4
50,156,85,Veg,F,False,True,102.0,127.5
42,157,57,Veg,F,False,True,68.4,85.5
41,158,60,Veg,F,True,True,72.0,90.0
23,185,58,Non-veg,M,True,False,87.0,104.4
25,175,112,Veg,M,False,True,168.0,201.6
26,182,109,Veg,M,False,True,163.5,196.2
24,165,58,Non-veg,F,False,False,69.6,87.0
18,178,56,Veg,M,True,True,84.0,100.8
45,187,87,Non-veg,M,True,False,130.5,156.6
31,183,115,Veg,M,False,False,172.5,207.0
28,154,113,Non-veg,F,False,True,135.6,169.5
41,169,58,Non-veg,F,True,False,69.6,87.0
33,151,107,Non-veg,F,True,False,128.4,160.5
39,174,85,Non-veg,M,True,True,127.5,153.0
32,165,102,Veg,F,False,False,122.4,153.0
37,175,67,Veg,M,False,True,100.5,120.6
33,184,90,Veg,M,True,True,135.0,162.0
42,160,64,Non-veg,F,False,True,76.8,96.0
28,167,56,Non-veg,F,False,True,67.2,84.0
33,164,43,Non-veg,F,False,True,51.6,64.5
60,169,83,Veg,F,True,False,99.6,124.5
32,167,97,Veg,M,False,False,145.5,174.6
57,168,80,Non-veg,M,True,True,120.0,144.0
29,152,62,Veg,F,False,True,74.4,93.0
21,181,118,Veg,M,True,False,177.0,212.4
19,165,48,Non-veg,M,False,True,72.0,86.4
60,173,70,Non-veg,M,True,True,105.0,126.0
52,176,119,Veg,M,False,True,178.5,214.2
56,170,108,Veg,M,True,True,162.0,194.4
42,159,120,Veg,F,False,False,144.0,180.0
21,168,56,Non-veg,F,False,False,67.2,84.0
57,176,97,Non-veg,M,False,False,145.5,174.6
46,167,67,Non-veg,F,True,False,80.4,100.5
58,161,117,Non-veg,F,False,True,140.4,175.5
38,188,68,Non-veg,M,False,False,102.0,122.4
43,158,76,Veg,F,True,False,91.2,114.0
28,172,115,Non-veg,M,False,False,172.5,207.0
43,167,71,Veg,M,True,False,106.5,127.8
28,187,101,Non-veg,M,True,False,151.5,181.8
59,152,60,Veg,F,False,True,72.0,90.0
40,156,45,Non-veg,F,False,False,54.0,67.5
53,151,119,Veg,F,False,True,142.8,178.5
36,167,112,Veg,F,True,False,134.4,168.0
46,170,101,Veg,F,False,True,121.2,151.5
36,156,99,Veg,F,True,True,118.8,148.5
42,183,119,Veg,M,False,True,178.5,214.2
20,170,119,Veg,F,False,True,142.8,178.5
33,151,79,Veg,F,False,True,94.8,118.5
22,170,88,Non-veg,F,False,True,105.6,132.0
36,184,106,Non-veg,M,True,True,159.0,190.8
38,164,106,Non-veg,M,True,False,159.0,190.8
37,179,119,Veg,M,True,False,178.5,214.2
21,182,41,Non-veg,M,False,False,61.5,73.8
25,175,79,Non-veg,M,True,False,118.5,142.2
53,159,114,Veg,F,True,True,136.8,171.0
26,154,67,Veg,F,False,True,80.4,100.5
24,185,98,Veg,M,False,False,147.0,176.4
28,186,64,Non-veg,M,False,False,96.0,115.2
33,151,60,Veg,F,False,True,72.0,90.0
38,173,63,Non-veg,M,True,True,94.5,113.4
46,161,55,Non-veg,F,False,False,66.0,82.5
49,163,110,Non-veg,F,True,True,132.0,165.0
46,152,44,Non-veg,F,False,False,52.8,66.0
53,172,42,Veg,M,True,True,63.0,75.6
30,162,66,Veg,M,False,True,99.0,118.8
42,181,48,Non-veg,M,False,False,72.0,86.4
59,151,112,Veg,F,True,True,134.4,168.0
40,159,91,Non-veg,F,True,True,109.2,136.5
27,157,46,Non-veg,F,False,False,55.2,69.0
20,169,100,Non-veg,F,True,False,120.0,150.0
30,178,67,Non-veg,M,False,False,100.5,120.6
53,172,66,Non-veg,M,False,False,99.0,118.8
44,181,50,Veg,M,True,True,75.0,90.0
44,171,100,Non-veg,M,False,True,150.0,180.0
41,164,51,Veg,M,False,True,76.5,91.8
37,150,103,Veg,F,True,False,123.6,154.5
40,153,42,Veg,F,False,True,50.4,63.0
30,151,41,Non-veg,F,False,False,49.2,61.5
57,169,72,Non-veg,F,True,False,86.4,108.0
25,173,93,Non-veg,M,False,True,139.5,167.4
21,162,111,Veg,F,True,True,133.2,166.5
40,158,88,Non-veg,F,True,True,105.6,132.0
